Percentual da área queimada,Área Queimada,Calcário calcítico,Calcário dolomítico,Gesso,Ureia,Fosfato Monoamônico (MAP),Fosfato Monoamônico (MAP),Fosfato diamônico (DAP),Fosfato diamônico (DAP),Nitrato de amônio,Solução de nitrato de amônio e ureia (UAN),Amônia anidra,Sulfato de amônio,Nitrato de amônio e cálcio (CAN),Superfosfato simples (SSP),Superfosfato triplo (TSP),Cloreto de potássio (KCl),Outros,Outros,Outros,Vinhaça,Concentração de N,Torta de Filtro (base úmida),Concentração de N,Cinzas e fuligem (base úmida),Concentração de N,Outros,Concentração de N,Outros,Concentração de N,Diesel - B10,Diesel - B11,Diesel - B15,Diesel - BX,Teor de biodiesel na mistura,Diesel - B20,Diesel - B30,Biodiesel - B100,Gasolina C,Etanol hidratado,Biometano de terceiros,Biometano próprio,Eletricidade da rede - mix médio,Eletricidade - PCH,Eletricidade - biomassa,Eletricidade - eólica,Eletricidade - solar,IC
5.926543987,0,0.1122074947,16.94430312,6.304440301,0.2700591958,0.05146269189,0.5051874427,0,0.007217445272,0.3850385759,0,0,0.0244010338,0,0.01832658184,0.01632840892,0.6082370509,0.6335806855,0.29511457,0.1589335879,1404.62385,0.1337729981,0,3.215319256,6.53801668,0,22.16316489,0,0,0,2.378941038,0.8770747714,0,0.5653473,0,0,0,0,0,0.3113807704,0,0,0.130643118,0,0,0,0,28.63
5.268740329,0,0.7303751321,11.15820881,4.443240386,0.3567615042,0.06879333335,0.3676774606,0,0.007459573775,0.2890447335,0.07032801183,0,0.07978090513,0,0.09919258386,0.008924842083,0.5470643988,0.1793009035,0.380845485,0.2409315056,506.1849943,0.7066495912,25.65362104,2.575472591,11.92336193,0,10.67243205,0,0,0,2.021499743,0.7422277059,0,1.642981187,0,0,0,0,0,0.1942257207,0,0,0,0,0,0,0,26.76
4.60528128,0,0,14.52741591,3.517094418,0.5098617869,0.08237505101,0.2997959712,0,0.009802018132,0.7184699604,0.07306147131,0,0.1280538466,0,0.03316794391,0.01729276772,0.3261198233,0.3707192267,0.2801316879,0.4340285834,681.5499195,0.8573717409,0,2.725909981,10.74363806,0,0.250324853,0,0,0,2.126082168,0.2725094129,0,1.684737893,0,0,0,0,0,0.3490577704,0,0,0.2554170256,0,0,0,0,31.78
3.318775981,0,0.964442224,9.915716146,4.917331763,0.112696918,0.06644500603,0.1694230416,0,0.01302239646,0.1494456316,0.02305314534,0,0.103176992,0,0,0.04283977026,0.6390357269,0.3352630249,0.2838321228,0.268884479,1277.82164,0.4481571046,15.97240469,2.839291858,1.298630468,0,12.47555199,0,0,0,2.819694789,0.861387773,0,0.7420330379,0,0,0,0,0,0.2986463896,0,0,0,0,0,0,0,23.36
3.737131353,0,0,13.12359607,5.197321567,0.3922559798,0.07004174452,0.3631088168,0,0,0.7071892294,0.0301492015,0,0.1438613937,0,0.113248167,0.02831746091,0.4979086496,0.2075288583,0.2595788941,0.2250197105,925.3763172,0.02671569318,46.44177219,2.691968299,19.36290703,0,18.43858177,0,0,0,1.955416082,0.5163568689,0,0.2279891093,0,0,0,0,0,0.2762840272,0,0,0.3191749943,0,0,0,0,25.54
2.605431781,0,0,13.13633982,3.541990038,0.1099134169,0.06570912443,0.373901157,0,0.006201159259,0.001718097596,0.04724147402,0,0.05712269082,0,0.09967418531,0.02037177892,0.7538812413,0.340054668,0.2151312987,0.2318035194,712.6037352,0,62.87442204,3.065977586,9.121410668,0,0,0,0,0,1.026102604,0.7368464348,0,1.445553059,0,0,0,0,0,0.2047308654,0,0,0.2846620886,0,0,0,0,20.47
3.934650549,0,0,13.24105117,4.996921067,0.2347813399,0.09497895703,0.3168136701,0,0.01677794407,0.2884499633,0.02438228615,0,0.102010442,0,0.03628007279,0.0238590084,0.5109164427,0.1683645643,0.06524729727,0.1260093511,856.147505,0.2648635162,36.13843821,3.098857399,6.261727511,0,13.97050115,0,0,0,2.541965433,0.6108032715,0,1.959414272,0,0,0,0,0,0.08544677021,0,0,0.325188871,0,0,0,0,27.87
6.097902921,0,0.1014201789,10.25115556,3.871021333,0.1164044238,0.06473624083,0.3995058917,0,0.002829280835,0.5205844568,0,0,0.08134195956,0,0.07456496789,0.0133016024,0.9344861129,0.1656098427,0.2204303834,0.3815652535,282.6724562,0.3981740316,51.35638331,2.586964887,10.15957035,0,0,0,0,0,2.193965068,0.4555717143,0,1.803195147,0,0,0,0,0,0.3222988285,0,0,0,0,0,0,0,26.32
4.457600268,0,0.0008149476446,13.38920627,4.466280906,0.3222610181,0.1044913519,0.1974464478,0,0.01535257933,0.6363625325,0,0,0.1089879862,0,0.02791949934,0.02195920999,0.626855892,0.1830725281,0.2816163817,0.1763174464,667.2590607,0.6116061353,15.99106216,2.49868476,5.905104849,0,5.518598681,0,0,0,1.924407438,0.832750629,0,2.129838954,0,0,0,0,0,0.4095041757,0,0,0.141257165,0,0,0,0,30.9
5.693985327,0,0.5067951257,9.599604587,5.751796631,0.09864321599,0.1111311712,0.3295055914,0,0.01261395034,0.2658165609,0,0,0,0,0,0,0.7947451913,0.2412863721,0,0.5017598851,633.8404967,0.2068575638,113.0069733,2.740848043,7.748964869,0,19.40271115,0,0,0,2.707032795,0.3140262216,0,2.098278328,0,0,0,0,0,0.1266379826,0,0,0.09027108379,0,0,0,0,25.43
3.499592993,0,0.2992917543,13.48566353,3.945904182,0.3106417929,0.08782815,0.3945647094,0,0.01549356596,0,0.0396016741,0,0.01149347021,0,0.02970350869,0.01425502306,0.3467048905,0,0,0,773.6679609,0.4548829383,70.99146399,2.616510382,2.410623417,0,2.747726228,0,0,0,2.434035644,0.2105125237,0,0.9179334996,0,0,0,0,0,0.3906396376,0,0,0.01631347181,0,0,0,0,20.54
5.023006488,0,0.3315424687,9.222177303,4.961691595,0.3270747517,0.1005680476,0.3148850739,0,0.001870771506,0.7930826973,0,0,0.06189979426,0,0,0.03101943767,0.7060792163,0.07317684041,0.2820336049,0.307493952,883.1144221,0.1472857569,0,3.204240781,2.66406778,0,5.432756286,0,0,0,2.001868968,0.1235732383,0,0.51293132,0,0,0,0,0,0.04513320242,0,0,0.3416452398,0,0,0,0,23.18
1.391856854,0,0,11.66631665,4.267395893,0.36126425,0.08192769017,0.7353113697,0,0.01383228714,0.4167347221,0.09374754938,0,0.06912273793,0,0.03552774046,0.04136719485,0.5431953612,0,0.1522508826,0.18967067,765.0825727,0.01583332316,33.94261429,3.251995373,13.95896531,0,6.114896231,0,0,0,1.126206698,0.8547381156,0,1.959299858,0,0,0,0,0,0.29748633,0,0,0.5580270084,0,0,0,0,26.08
6.031692815,0,0.5817468125,9.509859744,4.648524631,0.2474345258,0.05793015445,0.596651532,0,0.009400879567,0.4072242033,0.03065264004,0,0.05437899436,0,0.001594851457,0.01616094245,0.5390338623,0.1976478573,0.04278241591,0.1204546058,939.0394152,0.4275540481,99.99916437,2.513266656,5.312734331,0,0,0,0,0,3.616093751,1.244264751,0,0.02875266918,0,0,0,0,0,0.2753895487,0,0,0,0,0,0,0,26.37
5.983437554,0,0,12.81964398,5.133859485,0.3724070701,0.08685879026,0.5226179367,0,0.01459425053,0.1761021165,0.02084242079,0,0.07498945082,0,0.02178607054,0.01256560235,0.8000625414,0.208780766,0.3267055576,0.04856934049,932.7479848,0.2960661847,30.72157555,2.567022507,8.687885436,0,0,0,0,0,2.270157797,0.9982730326,0,0,0,0,0,0,0,0.2682037893,0,0,0,0,0,0,0,22.59
7.284801648,0,0,12.79935307,3.917950332,0.07658600483,0.06489209401,0.4204566748,0,0.006304934593,0.5630190399,0.005341706058,0,0.05490650319,0,0.1088550499,0.01923770034,0.327251782,0.4202441155,0.2782514346,0.2601294001,780.1937024,0.5686497471,0,2.599609904,5.40983714,0,8.332590285,0,0,0,2.257003254,0.3159170672,0,1.734372544,0,0,0,0,0,0.4568071968,0,0,0.3730800018,0,0,0,0,28.1
2.831938581,0,0,12.95349424,4.483148766,0.3641651538,0.0995329795,0.6746428036,0,0.0006529778345,0.2060552997,0,0,0.0853613922,0,0.003411085631,0.002683236008,0.4827468769,0.1698925817,0.5341051316,0.5483169541,884.7514196,0.7650303539,86.22386766,2.556648806,8.304446819,0,13.97406079,0,0,0,3.010207795,0.7152448146,0,1.211813971,0,0,0,0,0,0.3600938666,0,0,0.1055238036,0,0,0,0,28.55
7.055555247,0,0.2358599588,12.76713098,4.657944783,0.6765826213,0.05200891656,0.4941019139,0,0.01623777726,0.5637263921,0.005735053941,0,0,0,0.110494737,0.021510057,0.7847295303,0.3131127998,0.3056766687,0.2544358557,493.4871164,0.3237803065,30.26052669,3.055306594,9.328295786,0,4.089583845,0,0,0,3.375388863,0.7665043384,0,0.5993558191,0,0,0,0,0,0.3316334566,0,0,0.3360978924,0,0,0,0,31.99
4.038879522,0,0.4873285471,12.88177205,5.930273014,0.2702080328,0.05740400854,0.2612662596,0,0.005819300301,0.3258044999,0.004053076562,0,0.06071031305,0,0.009677605307,0.01318532729,0.6548074228,0.119251018,0.07978080603,0,387.5331272,0.5423978856,41.57072127,2.77606283,14.66620616,0,12.36271631,0,0,0,4.051684114,0.7961793654,0,1.427007162,0,0,0,0,0,0.113722573,0,0,0.2726273315,0,0,0,0,31.02
4.402582314,0,0.5866866739,12.51035438,5.289178394,0.1379212272,0.1349327991,0.3465708631,0,0.01004288468,0.4232595356,0,0,0.06982098088,0,0.04315717934,0.02243491588,0.7633730417,0.1835729109,0.1423810709,0.081314408,389.7429734,0.485481129,55.71995608,2.960687003,0,0,7.246871918,0,0,0,2.830843463,0.8705958881,0,0.8055049637,0,0,0,0,0,0.2228270704,0,0,0,0,0,0,0,26.68
4.112933142,0,0.6198475031,10.25659482,5.217364622,0.2479763838,0.02032186225,0.5711034625,0,0.03224252776,0.1693758089,0.01945489612,0,0.07810623483,0,0.01691118517,0.0094737512,0.7156438222,0.06781478544,0.08025478396,0,714.543736,0.6156342506,12.35440191,3.006742658,5.768780843,0,10.54778384,0,0,0,3.061331902,0.9360190714,0,0.6438331392,0,0,0,0,0,0.2755418751,0,0,0,0,0,0,0,23.82
4.581105677,0,0.2088443454,11.74110406,4.580255295,0.06698832366,0.09124070088,0.2393826607,0,0.0004598396353,0.5398723473,0.01983762438,0,0.06084200187,0,0.06572754415,0.01635796702,0.725512362,0.3292889328,0.2527452531,0,723.4017964,0.5962340733,17.03577031,2.796788404,4.198474257,0,5.685221928,0,0,0,3.147890552,1.204976464,0,1.372822443,0,0,0,0,0,0.4465776893,0,0,0,0,0,0,0,30.85
4.786277015,0,0.1738269443,13.15963503,3.932054893,0,0.07110714483,0.4235600237,0,0.002422150034,0.4943578757,0.0827805848,0,0.0385410684,0,0.1033631013,0.01242977148,0.9621368148,0.1340448226,0.153054189,0.08427984433,338.5715721,0.9562874121,0,2.184323352,11.43340133,0,13.77819634,0,0,0,3.206964307,0.09478036015,0,0.8376542606,0,0,0,0,0,0.2590402486,0,0,0,0,0,0,0,26.1
3.36740607,0,0,12.92133434,4.187966881,0.2197065158,0.1166403621,0.3403508939,0,0,0.265029705,0.08305421432,0,0.001340720874,0,0.03263796686,0.02041680099,0.7198614354,0.2217790005,0,0.4241135919,918.5709264,0.1074697245,11.09201968,2.768456007,0,0,0,0,0,0,2.583930522,0.06852698451,0,1.390580728,0,0,0,0,0,0.4156638524,0,0,0.1317452237,0,0,0,0,24.68
4.429209615,0,0.5009216383,8.647478491,3.859648083,0.5705945329,0.06799535834,0.350941701,0,0.0114964452,0.2258575907,0,0,0.1048450547,0,0.0008490392544,0.01191127447,0.6350818808,0.1508699381,0.1719353822,0.2625092242,631.4127193,0.3537796713,1.796493757,2.435417205,6.650981401,0,0,0,0,0,3.589790817,0.2777289477,0,1.44455086,0,0,0,0,0,0,0,0,0.250687385,0,0,0,0,27.33
2.554264417,0,0,11.78918992,5.060662601,0.26961728,0.1026060507,0.3123264435,0,0.005879599623,0.4518964068,0.02658342006,0,0.06433448071,0,0.007950953853,0.02206063535,0.4003817723,0.2743395735,0.0152816503,0.4449219294,838.0459667,0.5735998511,75.08728064,2.877709578,2.46948778,0,3.957506471,0,0,0,2.093408254,1.269884078,0,1.302484663,0,0,0,0,0,0.2825380074,0,0,0.2553364932,0,0,0,0,27.37
2.381821811,0,0,10.88737046,5.298031054,0.255074078,0.07317481688,0.5467366488,0,0.00524929444,0.434556511,0.03141391243,0,0.04885000568,0,0.0260767664,0.01286079211,0.6020600239,0.1861963625,0.05840005223,0.1803293778,1033.733042,0.5175744199,55.19488208,2.853528983,11.59446265,0,3.476330489,0,0,0,2.133396484,0.593770566,0,2.146754117,0,0,0,0,0,0.2963674156,0,0,0,0,0,0,0,27.57
3.637375249,0,0,7.396118948,3.886762998,0.5358343605,0.08215206237,0.4416980868,0,0.00957190308,0.09362070137,0.02113357303,0,0.09672410383,0,0.02165336266,0.02032223411,0.4249522796,0.1567572493,0.338188803,0.05138898146,846.7435589,0.9866188373,26.77502189,3.05745721,8.686607883,0,3.268853382,0,0,0,1.853794107,0.915302996,0,1.399846335,0,0,0,0,0,0.4165462317,0,0,0.3997157288,0,0,0,0,22.47
4.748761194,0,0,10.24541689,4.224492732,0.02600662801,0.07342877975,0.2271395827,0,0.01877373203,0.2645419062,0.1171450265,0,0.075773273,0,0.06453036912,0.02592859583,0.5089821154,0.1989622894,0.2084178001,0.3062161594,995.6658935,0.6893286156,0,2.494958296,3.742959042,0,10.24512568,0,0,0,2.523067733,0.6991641044,0,0.7348370679,0,0,0,0,0,0.3220747388,0,0,0.4588037744,0,0,0,0,22.4
4.010639328,0,0,9.945461924,5.550466162,0.4897571247,0.09104518512,0.3998000585,0,0.008489839873,0.1074993265,0,0,0.08459097622,0,0.06943489208,0.00315655837,0.4889676188,0.3024099976,0.2563222541,0,961.4397823,0.2742109261,1.119879946,2.837349173,13.54219317,0,4.318712866,0,0,0,0.833426536,0.6629370782,0,1.015717223,0,0,0,0,0,0.2132682679,0,0,0.1507047474,0,0,0,0,18.95
5.556652847,0,0.0782894954,12.34852942,4.676940067,0.303546949,0.05406817818,0.2557740117,0,0,0.06811171596,0.05451319221,0,0.0932299876,0,0.01350659157,0.002154181465,0.4609933015,0.04566681289,0.2074982425,0.09536267316,717.3560013,0.5500435599,0,2.668482899,11.08983176,0,9.521980972,0,0,0,1.189277962,0.8374655151,0,0.9259640766,0,0,0,0,0,0.2786268706,0,0,0.09020007481,0,0,0,0,19.16
5.37697616,0,0,11.56181961,6.037950439,0.1664614065,0.05710277802,0.4638939339,0,0.0004011148143,0.4498928835,0.01280251818,0,0.02703454292,0,0.05186706342,0.02252502636,0.4740067047,0.2462604107,0.2070512331,0.1113791213,344.3464211,0.514189676,42.26149169,2.745180957,9.449790187,0,0,0,0,0,1.901719305,0.3814582339,0,1.658589867,0,0,0,0,0,0.1596185762,0,0,0,0,0,0,0,25.01
3.682416872,0,0,13.704615,4.531266181,0.5235221779,0.07589330875,0.2628119191,0,0.01701070285,0.5230346075,0.006861866463,0,0.01506247266,0,0.05566091872,0.004344927365,0.5466341163,0,0.05719729221,0.3861715299,719.9773679,0.9614847181,29.22845448,2.49241513,8.79569241,0,3.443813988,0,0,0,2.744804454,0.6973557465,0,2.002152622,0,0,0,0,0,0.242317844,0,0,0.04512374331,0,0,0,0,31.52
2.921171889,0,0,12.91689939,4.978642053,0.4662836577,0.07045210303,0.6070081092,0,0.01080073763,0.5383816379,0.01799292804,0,0.03729140983,0,0.05691664933,0.02986087726,0.4784141373,0.1359181394,0.1765237409,0,749.9323959,0.3026036717,30.90108613,2.874692139,11.25048741,0,9.452839503,0,0,0,2.062850757,0.5666726928,0,0.7292695042,0,0,0,0,0,0.3778870988,0,0,0.414946662,0,0,0,0,25.92
2.821658785,0,0.4985792932,9.453765558,4.244220367,0.5169265969,0.1346081004,0.215460883,0,0.01230748388,0.1871396668,0.006790375343,0,0.03157614566,0,0.07348875785,0.04146209335,0.5776503336,0.10202732,0.4271963927,0.3655015297,384.4602833,0.9725809696,71.35791537,2.652567491,5.804798594,0,16.27472521,0,0,0,2.461575926,0.8295000072,0,2.27374756,0,0,0,0,0,0.3219763082,0,0,0.816581261,0,0,0,0,28.76
